OCCORRENZE,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR,CITTA_PARTENZA,PAESE_PART,ZONA,TOT,MOTIVO_ALLARME,note_operatore,flag_rischio
allarmi generati,bgy,man,2024-01-07 08:45:00,bergamo,manchester,regno unito,2,4,tsc,,
voli investigati,psa,brs,2024-01-01 10:55:00,pisa,bristol,regno unito,8,1,interpol,,
voli investigati,fco,ruh,2024-01-22 09:30:00,roma,riyadh,arabia saudita,5,1,,,
viaggiatori con allarmi,mxp,lhr,2024-02-12 17:00:00,milano,londra,regno unito,2,3,sdi,,
voli solo visualizzati,vce,man,2024-02-24 14:20:00,venezia,manchester,regno unito,4,1,,,
viaggiatori entrati,vce,bhx,2024-01-12 13:55:00,venezia,birmingham,regno unito,4,142,,,
viaggiatori con allarmi,vce,lgw,2024-02-03 19:15:00,venezia,londra,regno unito,4,3,tsc,,
allarmi chiusi,mxp,rak,2024-01-27 12:05:00,milano,marrakech,marocco,2,31,sdi,,
esito negativo,fco,dxb,2024-02-21 08:55:00,roma,dubai,emirati arabi,5,1,,,
voli con allarmi,lin,lhr,2024-01-09 18:30:00,milano,londra,regno unito,2,1,interpol,,
voli disponibili,fco,doh,2024-01-23 09:15:00,roma,doha,qatar,5,1,interpol,,
voli solo visualizzati,cuf,cmn,2024-01-27 14:15:00,cuneo,casablanca,marocco,1,1,,,
viaggiatori entrati,trn,lyx,2024-01-21 09:00:00,torino,lydd,regno unito,1,3,,,
voli solo visualizzati,blq,lhr,2024-01-28 19:25:00,bologna,londra,regno unito,8,1,manuale,,
altro,mxp,cai,2024-02-10 12:50:00,milano,cairo,egitto,2,1,interpol,,
allarmi generati,fco,ika,2024-02-29 06:00:00,roma,tehran,iran,5,4,sdi,,
viaggiatori entrati,fco,tlv,2024-02-26 16:15:00,roma,tel aviv yafo,israele,5,172,nsis,,
voli disponibili,fco,add,2024-01-07 22:40:00,roma,addis ababa,etiopia,5,1,sdi,,
voli disponibili,vce,ssh,2024-01-02 10:40:00,venezia,sharm el sheikh,egitto,4,1,interpol,,
viaggiatori entrati,mxp,sin,2024-02-25 23:45:00,milano,singapore,singapore,2,266,manuale,,
voli con allarmi,blq,stn,2024-01-28 12:25:00,bologna,londra,regno unito,8,1,interpol,,
voli con allarmi,fco,ist,2024-02-16 09:15:00,roma,istanbul,turchia,5,1,sdi,,
voli disponibili,nap,dxb,2024-02-02 07:30:00,napoli,dubai,emirati arabi uniti,6,1,manuale,,
voli investigati,mxp,auh,2024-01-22 14:45:00,milano,abu dhabi,emirati arabi uniti,2,1,manuale,,
voli disponibili,mxp,hrg,2024-02-14 13:40:00,milano,hurghada,egitto,2,1,tsc,,
allarmi chiusi,mxp,lhr,2024-01-04 09:20:00,milano,londra,regno unito,2,6,sdi,,
voli solo visualizzati,psr,stn,2024-01-06 16:40:00,pescara,londra,regno unito,9,1,tsc,,
viaggiatori con allarmi,cta,ist,2024-01-09 17:55:00,catania,istanbul,turchia,7,13,nsis,,
viaggiatori con allarmi,cia,stn,2024-01-11 00:00:00,roma,londra,regno unito,5,6,sdi,,
voli investigati,bgy,stn,2024-01-06 21:40:00,bergamo,londra,regno unito,2,1,nsis,,
voli solo visualizzati,mxp,lgw,2024-02-12 20:50:00,milano,londra,regno unito,2,1,sdi,,
voli disponibili,bgy,cmn,2024-01-16 07:00:00,bergamo,casablanca,marocco,2,1,,,
voli investigati,mxp,tia,2024-02-25 12:50:00,milano,tirana,albania,2,1,nsis,,
viaggiatori investigati,mxp,cai,2024-02-17 13:00:00,milano,cairo,egitto,2,129,sdi,,
viaggiatori investigati,cia,stn,2024-01-01 18:30:00,roma,londra,regno unito,5,0,tsc,,
allarmi rilevanti,mxp,tia,2024-02-06 06:20:00,milano,tirana,albania,2,1,,,
voli disponibili,cia,stn,2024-01-26 13:15:00,roma,londra,regno unito,5,1,nsis,,
allarmi generati,mxp,beg,2024-02-19 07:00:00,milano,belgrado,serbia,2,4,tsc,,
viaggiatori investigati,nap,lgw,2024-02-02 14:40:00,napoli,londra,regno unito,6,233,nsis,,
voli con allarmi,mxp,rak,2024-02-29 19:40:00,milano,marrakech,marocco,2,1,nsis,,
allarmi chiusi,cta,dxb,2024-01-28 07:35:00,catania,dubai,emirati arabi uniti,7,9,sdi,,
allarmi chiusi,mxp,stn,2024-02-25 17:45:00,milano,londra,regno unito,2,3,nsis,,
voli solo visualizzati,mxp,ssh,2024-02-11 08:00:00,milano,sharm el sheikh,egitto,2,1,sdi,,
voli solo visualizzati,fco,lhr,2024-01-31 17:15:00,roma,londra,regno unito,5,1,,,
voli disponibili,blq,tia,2024-01-09 11:30:00,bologna,tirana,albania,8,1,nsis,,
viaggiatori investigati,blq,tia,2024-02-27 06:55:00,bologna,tirana,albania,8,50,,,
voli solo visualizzati,blq,tia,2024-01-09 18:40:00,bologna,tirana,albania,8,1,nsis,,
voli con allarmi,vce,stn,2024-02-17 07:55:00,venezia,londra,regno unito,4,1,,,
voli investigati,fco,lhr,2024-01-22 16:05:00,roma,londra,regno unito,5,1,sdi,,
allarmi generati,mxp,pek,2024-01-25 01:35:00,milano,pechino,cina,2,,tsc,,
voli solo visualizzati,lin,lcy,2024-01-14 13:45:00,milano,londra,regno unito,2,1,,,
voli disponibili,mxp,tia,2024-01-30 06:20:00,milano,tirana,albania,2,,interpol,,
voli disponibili,fco,jed,2024-02-13 10:20:00,roma,jeddah,arabia saudita,5,1,manuale,,
voli solo visualizzati,mxp,tpe,2024-01-27 23:05:00,milano,taipei,taiwan,2,1,,,
viaggiatori con allarmi,fco,ist,2024-01-09 13:05:00,roma,istanbul,turchia,5,7,manuale,,
viaggiatori entrati,bgy,saw,2024-01-26 13:35:00,bergamo,istanbul,turchia,2,216,interpol,,
voli solo visualizzati,lin,lhr,2024-02-12 15:00:00,milano,londra,regno unito,2,1,,,
viaggiatori entrati,cia,tia,2024-02-16 18:55:00,roma,tirana,albania,5,175,,,
voli disponibili,fco,dfw,2024-02-22 18:20:00,roma,dallas-fort worth,stati uniti,5,1,sdi,,
allarmi rilevanti,bgy,tia,2024-01-21 10:10:00,bergamo,tirana,albania,2,1,tsc,,
allarmi rilevanti,fco,jfk,2024-02-19 19:45:00,roma,new york,stati uniti,5,1,nsis,,
voli con allarmi,fco,doh,2024-01-05 09:15:00,roma,doha,qatar,5,1,manuale,,
viaggiatori con allarmi,vce,ist,2024-02-27 13:05:00,venezia,istanbul,turchia,4,17,nsis,,
voli investigati,fco,ruh,2024-01-10 20:40:00,roma,riyadh,arabia saudita,5,1,tsc,,
voli con allarmi,mxp,kut,2024-01-23 16:25:00,milano,kutaisi,georgia,2,1,manuale,,
voli disponibili,blq,lhr,2024-02-17 18:30:00,bologna,londra,regno unito,8,1,nsis,,
viaggiatori investigati,bgy,tia,2024-01-07 12:30:00,bergamo,tirana,albania,2,173,,,
voli con allarmi,cia,stn,2024-01-11 13:35:00,roma,londra,regno unito,5,1,sdi,,
voli disponibili,trn,gla,2024-02-04 07:50:00,torino,glasgow,regno unito,1,1,,,
voli con allarmi,fco,znz,2024-01-03 08:30:00,roma,zanzibar,tanzania,5,1,manuale,,
viaggiatori investigati,mxp,evn,2024-01-16 22:25:00,milano,yerevan,armenia,2,,,,
voli con allarmi,fco,ssh,2024-01-13 19:45:00,roma,sharm el sheikh,egitto,5,1,,,
allarmi generati,mxp,dxb,2024-01-19 09:05:00,milano,dubai,emirati arabi uniti,2,,,,
viaggiatori con allarmi,mxp,tlv,2024-02-12 15:45:00,milano,tel aviv yafo,israele,2,3,nsis,,
allarmi chiusi,fco,saw,2024-01-06 12:20:00,roma,istanbul,turchia,5,6,manuale,,
voli con allarmi,vce,stn,2024-02-07 12:20:00,venezia,londra,regno unito,4,1,manuale,,
voli disponibili,mxp,kut,2024-02-01 16:25:00,milano,kutaisi,georgia,2,1,sdi,,
allarmi chiusi,lin,lhr,2024-02-16 10:20:00,milano,londra,regno unito,2,10000,manuale,,
voli disponibili,nap,stn,2024-02-28 17:35:00,napoli,londra,regno unito,6,1,,,
voli investigati,cta,ltn,2024-01-07 07:00:00,catania,londra,regno unito,7,1,nsis,,
allarmi chiusi,lin,lhr,2024-02-11 18:35:00,milano,londra,regno unito,2,4,,,
voli investigati,mxp,ltn,2024-02-16 17:30:00,milano,londra,regno unito,2,1,nsis,,
voli disponibili,vce,ist,2024-02-10 08:10:00,venezia,istanbul,turchia,4,1,,,
voli investigati,bgy,edi,2024-01-15 06:45:00,bergamo,edinburgh,regno unito,2,1,nsis,,
viaggiatori investigati,lin,lhr,2024-02-09 12:50:00,milano,londra,regno unito,2,201,tsc,,
viaggiatori con allarmi,nap,tia,2024-01-01 10:30:00,napoli,tirana,albania,6,16,sdi,,
viaggiatori con allarmi,tsf,tia,2024-01-05 19:05:00,treviso,tirana,albania,4,31,interpol,,
voli solo visualizzati,vrn,tia,2024-01-14 20:40:00,verona,tirana,albania,4,1,,,
voli investigati,lin,lcy,2024-01-07 12:40:00,milano,londra,regno unito,2,1,sdi,,
viaggiatori entrati,mxp,edi,2024-02-15 11:30:00,milano,edinburgh,regno unito,2,141,interpol,,
allarmi generati,mxp,spx,2024-01-18 21:50:00,milano,giza,egitto,2,10,sdi,,
voli investigati,fco,del,2024-01-24 03:45:00,roma,nuova delhi,india,5,1,sdi,verifica richiesta,
viaggiatori investigati,bgy,stn,2024-01-13 10:05:00,bergamo,londra,regno unito,2,175,sdi,,
voli disponibili,mxp,cai,2024-01-09 12:50:00,milano,cairo,egitto,2,1,tsc,,
allarmi rilevanti,bgy,dxb,2024-01-13 18:00:00,bergamo,dubai,emirati arabi uniti,2,2,sdi,,
voli disponibili,cia,stn,2024-01-03 08:05:00,roma,londra,regno unito,5,1,,,
allarmi generati,nap,ist,2024-02-19 17:55:00,napoli,istanbul,turchia,6,28,sdi,,
voli disponibili,blq,lhr,2024-01-08 16:05:00,bologna,londra,regno unito,8,1,manuale,alert manuale,
voli disponibili,fco,saw,2024-01-12 15:35:00,roma,istanbul,turchia,5,1,tsc,,
voli con allarmi,fco,cai,2024-01-17 10:00:00,roma,cairo,egitto,5,1,tsc,,
voli investigati,bgy,tia,2024-01-19 12:10:00,bergamo,tirana,albania,2,0,sdi,,
allarmi generati,nap,lhr,2024-02-19 14:15:00,napoli,londra,regno unito,6,3,,,
viaggiatori investigati,fco,ist,2024-02-13 09:15:00,roma,istanbul,turchia,5,156,tsc,,
viaggiatori entrati,fco,lgw,2024-02-01 14:25:00,roma,londra,regno unito,5,221,sdi,,
viaggiatori entrati,fco,gla,2024-01-02 06:55:00,roma,glasgow,regno unito,5,173,,,
viaggiatori entrati,mxp,hkg,2024-02-04 00:50:00,milano,hong kong,hong kong,2,249,manuale,,
voli solo visualizzati,fco,hgh,2024-02-21 00:55:00,roma,hangzhou,cina,5,1,interpol,,
voli con allarmi,fco,saw,2024-01-10 11:20:00,roma,istanbul,turchia,5,1,nsis,,
esito negativo,blq,tia,2024-01-04 21:00:00,bologna,tirana,albania,8,29,tsc,,
voli solo visualizzati,mxp,lgw,2024-01-14 09:35:00,milano,londra,regno unito,2,1,,,
viaggiatori entrati,mxp,rak,2024-02-24 12:05:00,milano,marrakech,marocco,2,183,,,
viaggiatori investigati,bri,stn,2024-01-07 09:55:00,bari,londra,regno unito,9,179,tsc,,
esito negativo,cta,tia,2024-01-20 08:20:00,catania,tirana,albania,7,5,interpol,,
viaggiatori investigati,vrn,tia,2024-01-15 20:55:00,verona,tirana,albania,4,169,interpol,,
allarmi generati,mxp,bhx,2024-02-02 20:10:00,milano,birmingham,regno unito,2,3,interpol,,
voli disponibili,fco,saw,2024-01-12 10:40:00,roma,istanbul,turchia,5,1,tsc,,
allarmi chiusi,fco,dxb,2024-02-29 15:05:00,roma,dubai,emirati arabi uniti,5,1,tsc,,
viaggiatori entrati,mxp,cai,2024-02-21 12:50:00,milano,cairo,egitto,2,135,nsis,doppio controllo,
viaggiatori con allarmi,tsf,tia,2024-02-25 16:15:00,treviso,tirana,albania,4,27,nsis,,
allarmi generati,blq,ist,2024-02-21 17:35:00,bologna,istanbul,turchia,8,25,,,
viaggiatori con allarmi,mxp,tia,2024-01-11 06:20:00,milano,tirana,albania,2,17,nsis,,
voli solo visualizzati,fco,tlv,2024-02-08 06:10:00,roma,tel aviv yafo,israele,5,1,,,
voli con allarmi,fco,doh,2024-01-25 15:35:00,roma,doha,qatar,5,1,,,
voli disponibili,mxp,ika,2024-02-21 08:50:00,milano,tehran,iran,2,1,nsis,,
allarmi chiusi,bgy,stn,2024-02-01 06:00:00,bergamo,londra,regno unito,2,4,sdi,,
viaggiatori con allarmi,mxp,lgw,2024-02-21 15:00:00,milano,londra,regno unito,2,3,,,
allarmi chiusi,trn,cmn,2024-02-23 10:30:00,torino,casablanca,marocco,1,49,interpol,,
viaggiatori con allarmi,bgy,tia,2024-02-02 12:10:00,bergamo,tirana,albania,2,,,,
viaggiatori investigati,bgy,rak,2024-01-24 06:10:00,bergamo,marrakech,marocco,2,180,,,
voli con allarmi,fco,tia,2024-02-09 19:55:00,roma,tirana,albania,5,1,tsc,,
viaggiatori con allarmi,mxp,auh,2024-01-23 03:10:00,milano,abu dhabi,emirati arabi uniti,2,25,tsc,,
voli solo visualizzati,mxp,fab,2024-02-20 07:30:00,milano,farnborough,regno unito,2,1,sdi,,
voli con allarmi,fco,lgw,2024-02-22 07:30:00,roma,londra,regno unito,5,1,tsc,,
allarmi generati,tsf,tia,2024-01-05 06:50:00,treviso,tirana,albania,4,22,,,
viaggiatori investigati,fco,phl,2024-02-27 18:50:00,roma,filadelfia,stati uniti,5,208,,,
voli solo visualizzati,bgy,stn,2024-02-06 20:45:00,bergamo,londra,regno unito,2,1,manuale,,
viaggiatori entrati,lin,lcy,2024-02-15 08:30:00,milano,londra,regno unito,2,45,sdi,,
voli investigati,vce,beg,2024-01-15 07:00:00,venezia,belgrado,serbia,4,1,,,
viaggiatori con allarmi,fco,saw,2024-01-29 15:35:00,roma,istanbul,turchia,5,6,tsc,,
voli con allarmi,mxp,auh,2024-01-04 03:10:00,milano,abu dhabi,emirati arabi uniti,2,1,sdi,,
allarmi chiusi,fco,eze,2024-02-16 22:40:00,roma,buenos aires,argentina,5,7,tsc,,
voli con allarmi,blq,saw,2024-02-28 11:30:00,bologna,istanbul,turchia,8,1,,,
voli solo visualizzati,vce,stn,2024-02-01 14:05:00,venezia,londra,regno unito,4,1,,,
allarmi generati,fco,pvg,2024-01-05 12:35:00,roma,shanghai,cina,5,25,,,
esito negativo,nap,edi,2024-01-19 15:30:00,napoli,edinburgh,regno unito,6,,tsc,,
viaggiatori investigati,mxp,lgw,2024-02-04 19:45:00,milano,londra,regno unito,2,,nsis,,
esito negativo,lin,lhr,2024-01-28 18:35:00,milano,londra,regno unito,2,6,sdi,,
allarmi generati,fco,jfk,2024-01-21 16:35:00,roma,new york,stati uniti,5,7,sdi,,
viaggiatori investigati,fco,ist,2024-02-16 17:55:00,roma,istanbul,turchia,5,153,manuale,,
allarmi generati,fco,ckg,2024-02-26 02:00:00,roma,chongqing,cina,5,21,interpol,,
allarmi generati,mxp,bhx,2024-02-23 20:10:00,milano,birmingham,regno unito,2,5,sdi,,
voli disponibili,fco,amm,2024-02-23 00:00:00,roma,amman,giordania,5,1,manuale,,
allarmi generati,peg,stn,2024-02-18 11:45:00,perugia,londra,regno unito,5,8,nsis,,
allarmi generati,blq,bqh,2024-01-28 15:30:00,bologna,londra,regno unito,8,1,tsc,,
voli disponibili,trn,brs,2024-02-10 07:00:00,torino,bristol,regno unito,1,1,,,
viaggiatori investigati,blq,lhr,2024-02-02 08:20:00,bologna,londra,regno unito,8,,manuale,,
viaggiatori entrati,bgy,man,2024-02-26 14:00:00,bergamo,manchester,regno unito,2,123,interpol,,
viaggiatori con allarmi,mxp,doh,2024-01-08 02:20:00,milano,doha,qatar,2,9,tsc,,
voli solo visualizzati,psa,lhr,2024-02-01 08:05:00,pisa,londra,regno unito,8,1,tsc,,
viaggiatori entrati,bgy,dxb,2024-01-23 18:00:00,bergamo,dubai,emirati arabi uniti,2,113,tsc,,
viaggiatori entrati,fco,beg,2024-02-09 18:05:00,roma,belgrado,serbia,5,166,manuale,,
voli disponibili,bgy,cai,2024-02-05 07:50:00,bergamo,cairo,egitto,2,1,manuale,,
voli investigati,vce,rmo,2024-02-17 13:20:00,venezia,chisinau,moldavia,4,1,,,
voli disponibili,nap,ssh,2024-01-07 16:05:00,napoli,sharm el-sheikh,egitto,6,1,,,
voli disponibili,mxp,ist,2024-02-14 12:35:00,milano,istanbul,turchia,2,,tsc,,
viaggiatori entrati,trn,stn,2024-02-29 00:00:00,torino,londra,regno unito,1,158,nsis,,
viaggiatori con allarmi,mxp,dxb,2024-01-04 15:55:00,milano,dubai,emirati arabi uniti,2,30,nsis,,
allarmi generati,rmi,tia,2024-02-20 06:30:00,rimini,tirana,albania,8,25,tsc,,
allarmi generati,mxp,ewr,2024-02-08 18:05:00,milano,newark,stati uniti,2,5,manuale,,
viaggiatori investigati,mxp,sin,2024-01-25 23:45:00,milano,singapore,singapore,2,181,tsc,,
voli solo visualizzati,fco,lhr,2024-01-18 07:00:00,roma,londra,regno unito,5,1,nsis,,
viaggiatori con allarmi,bgy,dxb,2024-01-15 18:00:00,bergamo,dubai,emirati arabi uniti,2,28,sdi,,
viaggiatori con allarmi,trn,lgw,2024-02-25 07:50:00,torino,londra,regno unito,1,1,sdi,,
voli solo visualizzati,fco,sin,2024-02-23 02:05:00,roma,singapore,singapore,5,1,interpol,,
allarmi generati,trn,lgw,2024-02-01 00:00:00,torino,londra,regno unito,1,5,,,
viaggiatori entrati,blq,lhr,2024-01-28 19:25:00,bologna,londra,regno unito,8,139,nsis,,
allarmi chiusi,cta,tia,2024-02-16 18:20:00,catania,tirana,albania,7,10,tsc,,
viaggiatori entrati,pmo,tun,2024-02-10 10:30:00,palermo,tunis,tunisia,7,50,tsc,,
allarmi generati,fco,bey,2024-02-16 06:10:00,roma,beirut,libano,5,3,nsis,,
voli solo visualizzati,mxp,cai,2024-01-10 09:35:00,milano,il cairo,egitto,2,1,tsc,,
voli solo visualizzati,vrn,lgw,2024-02-03 08:10:00,verona,londra,regno unito,4,1,,,
esito negativo,lin,lhr,2024-02-04 07:15:00,milano,londra,regno unito,2,,sdi,,
esito negativo,tsf,tia,2024-02-16 06:50:00,treviso,tirana,albania,4,5,,,
viaggiatori entrati,fco,auh,2024-01-09 14:40:00,roma,abu dhabi,emirati arabi uniti,5,,sdi,,
viaggiatori entrati,vce,lhr,2024-01-22 18:10:00,venezia,londra,regno unito,4,88,manuale,,
allarmi generati,fco,auh,2024-02-13 17:45:00,roma,abu dhabi,emirati arabi uniti,5,7,,,
viaggiatori con allarmi,mxp,ewr,2024-02-08 21:50:00,milano,newark,stati uniti,2,,,,
viaggiatori con allarmi,bgy,tlv,2024-02-01 16:35:00,bergamo,tel aviv yafo,israele,2,1,tsc,,
voli solo visualizzati,fco,jfk,2024-01-15 16:35:00,roma,new york,stati uniti,5,1,sdi,,
voli solo visualizzati,bgy,stn,2024-01-09 10:10:00,bergamo,londra,regno unito,2,1,interpol,,
voli con allarmi,blq,tia,2024-01-29 21:25:00,bologna,tirana,albania,8,1,sdi,,
viaggiatori con allarmi,mxp,brs,2024-02-20 09:15:00,milano,bristol,regno unito,2,3,interpol,,
viaggiatori con allarmi,bri,stn,2024-02-08 19:55:00,bari,londra,regno unito,9,9,tsc,,
voli disponibili,fco,lhr,2024-02-06 15:50:00,roma,londra,regno unito,5,1,,,
allarmi generati,fco,gru,2024-01-01 00:00:00,roma,san paolo,brasile,5,7,interpol,,
viaggiatori con allarmi,nap,stn,2024-01-02 09:45:00,napoli,londra,regno unito,6,4,,,
allarmi generati,blq,tia,2024-01-13 18:10:00,bologna,tirana,albania,8,22,manuale,,
voli con allarmi,mxp,lgw,2024-02-04 09:35:00,milano,londra,regno unito,2,1,sdi,,
viaggiatori entrati,cta,dxb,2024-01-28 00:00:00,catania,dubai,emirati arabi uniti,7,86,,,
voli con allarmi,fco,tun,2024-02-02 11:25:00,roma,tunis,tunisia,5,1,tsc,,
viaggiatori investigati,vce,ist,2024-02-20 08:10:00,venezia,istanbul,turchia,4,172,,,
voli investigati,aoi,tia,2024-02-15 11:15:00,ancona,tirana,albania,8,1,interpol,,
viaggiatori con allarmi,bgy,tia,2024-01-20 12:10:00,bergamo,tirana,albania,2,17,manuale,,
viaggiatori entrati,mxp,ssh,2024-02-18 22:35:00,milano,sharm el-sheikh,egitto,2,191,interpol,,
voli solo visualizzati,lin,nht,2024-01-22 13:00:00,milano,northolt,regno unito,2,1,manuale,,
allarmi generati,fco,dxb,2024-02-03 08:55:00,roma,dubai,emirati arabi uniti,5,18,sdi,,
viaggiatori investigati,psa,ist,2024-01-26 19:00:00,pisa,istanbul,turchia,8,0,sdi,,
voli solo visualizzati,fco,tun,2024-02-10 11:25:00,roma,tunis,tunisia,5,1,manuale,,
viaggiatori investigati,mxp,doh,2024-01-01 08:55:00,milano,doha,qatar,2,233,,,
voli solo visualizzati,bgy,tia,2024-01-03 12:10:00,bergamo,tirana,albania,2,1,sdi,,
viaggiatori entrati,fco,beg,2024-02-07 18:05:00,roma,belgrado,serbia,5,116,,,
voli solo visualizzati,blq,ist,2024-01-03 09:25:00,bologna,istanbul,turchia,8,1,sdi,,
esito negativo,lin,lcy,2024-01-04 13:45:00,milano,londra,regno unito,2,2,,,
voli solo visualizzati,vce,man,2024-02-03 14:20:00,venezia,manchester,regno unito,4,1,manuale,,
allarmi generati,fco,ewr,2024-02-20 17:40:00,roma,newark,stati uniti,5,2,,,
esito negativo,rmi,tia,2024-01-20 10:30:00,rimini,tirana,albania,8,14,,,
voli disponibili,cag,stn,2024-02-18 20:15:00,cagliari,londra,regno unito,5,1,,,
voli disponibili,flr,lcy,2024-02-12 08:35:00,firenze,londra,regno unito,8,1,nsis,doppio controllo,
voli investigati,mxp,yul,2024-01-06 20:30:00,milano,montreal,canada,2,1,sdi,,
viaggiatori con allarmi,mxp,tun,2024-02-26 07:45:00,milano,tunis,tunisia,2,20,,,
viaggiatori entrati,cta,tia,2024-01-22 20:30:00,catania,tirana,albania,7,,,,
viaggiatori investigati,mxp,lgw,2024-02-17 06:20:00,milano,londra,regno unito,2,128,sdi,,
voli investigati,fco,hnd,2024-02-28 13:20:00,roma,tokyo,giappone,5,,,,
viaggiatori entrati,fco,cai,2024-01-20 10:00:00,roma,cairo,egitto,5,95,tsc,,
viaggiatori entrati,fco,rmf,2024-01-04 12:35:00,roma,marsa alam,egitto,5,184,tsc,,
voli solo visualizzati,mxp,lgw,2024-02-14 08:30:00,milano,londra,regno unito,2,1,tsc,,
voli solo visualizzati,nap,ssh,2024-02-27 19:25:00,napoli,sharm el sheikh,egitto,6,1,nsis,,
viaggiatori entrati,mxp,ssh,2024-02-17 22:20:00,milano,sharm el sheikh,egitto,2,192,nsis,,
voli con allarmi,mxp,man,2024-01-02 18:15:00,milano,manchester,regno unito,2,1,nsis,,
voli solo visualizzati,vrn,rmf,2024-01-04 22:30:00,verona,marsa alam,egitto,4,1,sdi,,
viaggiatori entrati,bgy,tia,2024-01-26 06:10:00,bergamo,tirana,albania,2,132,tsc,,
allarmi rilevanti,flr,lgw,2024-02-01 00:00:00,firenze,londra,regno unito,8,1,sdi,doppio controllo,
esito negativo,fco,cmn,2024-01-27 13:00:00,roma,casablanca,marocco,5,18,,,
allarmi chiusi,fco,dxb,2024-01-12 08:55:00,roma,dubai,emirati arabi uniti,5,41,interpol,,
voli disponibili,mxp,rak,2024-01-27 12:05:00,milano,marrakech,marocco,2,1,interpol,,
esito negativo,bgy,fez,2024-01-04 11:30:00,bergamo,fes,marocco,2,40,interpol,passeggero noto,
viaggiatori investigati,lin,lcy,2024-02-14 13:45:00,milano,londra,regno unito,2,48,nsis,,
voli solo visualizzati,fco,jfk,2024-01-11 21:00:00,roma,new york,stati uniti,5,1,manuale,,
esito negativo,fco,sin,2024-01-12 02:05:00,roma,singapore,singapore,5,9,nsis,,
voli investigati,bgy,tia,2024-02-12 15:15:00,bergamo,tirana,albania,2,1,,,
voli disponibili,fco,ist,2024-02-14 18:00:00,roma,istanbul,turchia,5,1,tsc,,
viaggiatori con allarmi,trs,stn,2024-01-01 00:00:00,trieste,londra,regno unito,4,1,nsis,,
voli disponibili,mxp,tia,2024-01-23 12:55:00,milano,tirana,albania,2,1,,,
esito negativo,fco,ewr,2024-02-25 17:40:00,roma,newark,stati uniti,5,1,nsis,,
viaggiatori entrati,cag,tun,2024-01-07 20:55:00,cagliari,tunis,tunisia,5,155,tsc,,
voli disponibili,lin,ltn,2024-02-04 15:26:00,milano,londra,regno unito,2,1,,,
voli con allarmi,vce,lgw,2024-01-04 07:00:00,venezia,londra,regno unito,4,1,tsc,,
viaggiatori con allarmi,fco,doh,2024-01-27 15:35:00,roma,doha,qatar,5,8,tsc,,
esito negativo,bgy,saw,2024-02-24 14:00:00,bergamo,istanbul,turchia,2,16,,,
voli solo visualizzati,bgy,edi,2024-01-11 14:30:00,bergamo,edinburgh,regno unito,2,1,tsc,,
allarmi generati,bgy,shj,2024-01-01 00:00:00,bergamo,sharjah,emirati arabi uniti,2,2,tsc,,
voli disponibili,fco,cmn,2024-01-22 13:00:00,roma,casablanca,marocco,5,1,manuale,,
esito negativo,mxp,pvg,2024-02-04 01:45:00,milano,shanghai,cina,2,8,manuale,,medio
allarmi generati,tsf,tia,2024-02-17 15:25:00,treviso,tirana,albania,4,31,sdi,,
viaggiatori entrati,nap,cmn,2024-01-06 08:00:00,napoli,casablanca,marocco,6,149,interpol,,
allarmi chiusi,cia,tia,2024-01-01 19:45:00,roma,tirana,albania,5,19,interpol,,
voli con allarmi,bgy,edi,2024-01-02 06:15:00,bergamo,edinburgh,regno unito,2,1,tsc,,
allarmi generati,cia,stn,2024-01-31 00:00:00,roma,londra,regno unito,5,9,tsc,,
allarmi rilevanti,fco,gig,2024-01-15 15:45:00,roma,rio de janeiro,brasile,5,2,tsc,,
voli con allarmi,bgy,saw,2024-01-05 11:10:00,bergamo,istanbul,turchia,2,1,tsc,,
allarmi rilevanti,aoi,tia,2024-01-11 11:15:00,ancona,tirana,albania,8,21,manuale,,
voli con allarmi,fco,gru,2024-02-09 20:40:00,roma,san paolo,brasile,5,1,manuale,,
viaggiatori con allarmi,bgy,fez,2024-02-23 20:55:00,bergamo,fes,marocco,2,19,nsis,,
voli investigati,lin,lhr,2024-01-07 12:10:00,milano,londra,regno unito,2,1,,,
viaggiatori entrati,psa,tia,2024-01-07 17:10:00,pisa,tirana,albania,8,168,tsc,,
viaggiatori con allarmi,mxp,adb,2024-01-04 11:45:00,milano,smirne,turchia,2,3,manuale,,
voli disponibili,lin,lcy,2024-02-17 08:30:00,milano,londra,regno unito,2,1,,,
voli investigati,psa,tia,2024-02-11 06:50:00,pisa,tirana,albania,8,1,tsc,,
viaggiatori entrati,mxp,atl,2024-01-01 17:50:00,milano,atlanta,stati uniti,2,205,interpol,,
allarmi generati,nap,lgw,2024-02-08 18:25:00,napoli,londra,regno unito,6,8,manuale,,
voli disponibili,mxp,tia,2024-02-02 12:50:00,milano,tirana,albania,2,1,tsc,,
voli investigati,mxp,add,2024-01-21 00:05:00,milano,addis abeba,etiopia,2,1,nsis,,
voli investigati,fco,ewr,2024-02-22 17:40:00,roma,newark,stati uniti,5,1,nsis,,
voli disponibili,cta,auh,2024-01-04 20:35:00,catania,abu dhabi,emirati arabi uniti,7,1,interpol,,
